AmbulanceR;BikeInjury;CrashID;CrashYear;SpeedLimit;TraffCntrl;Weather
No;C: Possible Injury;103939427;2013;20 - 25  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;103939566;2013;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;103939904;2013;20 - 25  MPH;Stop Sign;Rain
No;C: Possible Injury;103940115;2013;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103941044;2013;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;103941085;2013;5 - 15 MPH;No Control Present;Cloudy
Yes;C: Possible Injury;103941270;2013;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;C: Possible Injury;103941610;2013;50 - 55  MPH;No Control Present;Clear
Yes;A: Suspected Serious Injury;103941760;2013;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;103942037;2013;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;103942866;2013;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;103946388;2013;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103947005;2013;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;103947898;2013;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;103948515;2013;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;103950564;2013;30 - 35  MPH;Flashing Signal With Stop Sign;Snow
Yes;B: Suspected Minor Injury;103952438;2013;30 - 35  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;103961437;2013;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;103962290;2013;30 - 35  MPH;No Control Present;Cloudy
No;O: No Injury;103962499;2013;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103962758;2013;Unknown;Stop Sign;Clear
No;O: No Injury;103965350;2013;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;103965856;2013;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;103968464;2013;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;103968850;2013;30 - 35  MPH;Stop And Go Signal;Clear
Yes;C: Possible Injury;103969314;2013;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;103969573;2013;5 - 15 MPH;Stop And Go Signal;Clear
No;C: Possible Injury;103970864;2013;30 - 35  MPH;Stop Sign;Rain
No;A: Suspected Serious Injury;103973357;2013;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103974149;2013;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;103979577;2013;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;103980388;2013;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103994777;2013;60 - 75 MPH;Stop Sign;Clear
Yes;C: Possible Injury;104009769;2013;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;C: Possible Injury;104024343;2013;20 - 25  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104036034;2013;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104276922;2015;40 - 45  MPH;No Control Present;Cloudy
Yes;A: Suspected Serious Injury;104292311;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104311181;2015;20 - 25  MPH;Stop And Go Signal;Cloudy
No;B: Suspected Minor Injury;104316600;2015;30 - 35  MPH;No Control Present;Clear
Yes;O: No Injury;104324342;2015;30 - 35  MPH;Stop Sign;Cloudy
Yes;A: Suspected Serious Injury;104328527;2015;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104333446;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;Unknown Injury;104336399;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104342506;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104347885;2015;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104350206;2015;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;104365255;2015;5 - 15 MPH;Stop Sign;Clear
No;C: Possible Injury;104367390;2015;20 - 25  MPH;Stop Sign;Clear
No;Unknown Injury;104369823;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104372276;2015;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104381878;2015;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104384997;2015;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104388721;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;O: No Injury;104391031;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;104396120;2015;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104421803;2015;30 - 35  MPH;No Control Present;Clear
Yes;C: Possible Injury;104425008;2015;5 - 15 MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104425426;2015;40 - 45  MPH;No Control Present;Clear
No;C: Possible Injury;104428237;2015;30 - 35  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104428388;2015;30 - 35  MPH;Yield Sign;Clear
No;B: Suspected Minor Injury;104438219;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104441234;2015;40 - 45  MPH;No Control Present;Rain
Yes;C: Possible Injury;104443754;2015;30 - 35  MPH;Human Control;Clear
Yes;C: Possible Injury;104455563;2015;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104455867;2015;40 - 45  MPH;Stop And Go Signal;Clear
No;C: Possible Injury;104458998;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104459009;2015;30 - 35  MPH;Stop Sign;Clear
No;C: Possible Injury;104459837;2015;30 - 35  MPH;No Control Present;Clear
No;Unknown Injury;104462344;2015;30 - 35  MPH;No Control Present;Clear
No;O: No Injury;104464286;2015;20 - 25  MPH;No Control Present;Clear
Yes;C: Possible Injury;104466486;2015;20 - 25  MPH;Stop Sign;Clear
No;O: No Injury;104478055;2015;5 - 15 MPH;Other;Clear
Yes;B: Suspected Minor Injury;104492268;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104493578;2015;30 - 35  MPH;No Control Present;Clear
Yes;K: Killed;104495472;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;K: Killed;104497635;2015;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104498361;2015;30 - 35  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104499084;2015;30 - 35  MPH;Stop And Go Signal;Rain
Yes;C: Possible Injury;104516356;2015;20 - 25  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104523606;2015;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104528779;2015;40 - 45  MPH;No Control Present;Clear
Yes;C: Possible Injury;104542005;2015;5 - 15 MPH;Stop Sign;Rain
Yes;C: Possible Injury;104544469;2015;20 - 25  MPH;Stop And Go Signal;Cloudy
Yes;C: Possible Injury;104551594;2015;5 - 15 MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104554113;2015;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104559720;2015;20 - 25  MPH;No Control Present;Clear
No;C: Possible Injury;104564517;2015;30 - 35  MPH;Stop Sign;Clear
Yes;C: Possible Injury;104564905;2015;30 - 35  MPH;Stop Sign;Cloudy
Yes;C: Possible Injury;104589197;2015;30 - 35  MPH;Stop And Go Signal;Clear
No;Unknown Injury;104589506;2015;30 - 35  MPH;No Control Present;Cloudy
No;O: No Injury;104651228;2016;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104077636;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104092491;2014;30 - 35  MPH;Yield Sign;Clear
Yes;B: Suspected Minor Injury;104212401;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104381076;2015;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104402481;2015;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104493636;2015;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104516895;2015;50 - 55  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104714875;2016;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104931443;2016;30 - 35  MPH;Stop And Go Signal;Cloudy
No;B: Suspected Minor Injury;105005810;2017;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;105062404;2017;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;105086868;2017;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;105185438;2017;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;105206119;2017;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;105249537;2017;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103944055;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103949783;2014;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;103951044;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;103953236;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;103954852;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103956240;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103958671;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103966619;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;103968896;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103975047;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;103975175;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;103976283;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103978433;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103979997;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103985664;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103987318;2014;40 - 45  MPH;Flashing Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;103987483;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103991176;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103993290;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103993919;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103999048;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103999719;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;103999822;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;103999956;2014;20 - 25  MPH;Flashing Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104006020;2014;30 - 35  MPH;Stop Sign;Rain
No;B: Suspected Minor Injury;104008948;2014;30 - 35  MPH;No Control Present;Cloudy
Yes;O: No Injury;104010897;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104011677;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104013614;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104015199;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104015809;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104016753;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104017199;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104019967;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104021527;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104022798;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104022832;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104023003;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104023285;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104023429;2014;5 - 15 MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104024690;2014;50 - 55  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104026429;2014;50 - 55  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104027870;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104028450;2014;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104032322;2014;5 - 15 MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104032789;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104032865;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104034470;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104034890;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104036360;2014;40 - 45  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104039595;2014;20 - 25  MPH;Stop And Go Signal;Clear
Yes;A: Suspected Serious Injury;104040192;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104041249;2014;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104041801;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104044917;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104045090;2014;40 - 45  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104045529;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104046562;2014;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104046615;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104046897;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104047283;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104048817;2014;5 - 15 MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104048828;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104050953;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104052610;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104053154;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104058350;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104059588;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104060755;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104060785;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104062674;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104065141;2014;40 - 45  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104065564;2014;20 - 25  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104065733;2014;Unknown;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104066268;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104068743;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104069060;2014;50 - 55  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104069120;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104069962;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104072330;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104072447;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104073437;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104074529;2014;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104075966;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104076225;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104076517;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104077560;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104078404;2014;20 - 25  MPH;Stop And Go Signal;Rain
Yes;B: Suspected Minor Injury;104079241;2014;50 - 55  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104079505;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104080434;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104081506;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104082520;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104082718;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104083592;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104085175;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104085274;2014;30 - 35  MPH;No Control Present;Rain
Yes;B: Suspected Minor Injury;104085464;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104085537;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104086498;2014;20 - 25  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104086516;2014;30 - 35  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104087163;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104087516;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104087665;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104087726;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104088028;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104089364;2014;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104090218;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104091781;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104092519;2014;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104092560;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104092806;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104093321;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104093894;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104094075;2014;40 - 45  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104094116;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104094352;2014;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104094947;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104097480;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104098021;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104098367;2014;5 - 15 MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104098807;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104099230;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104099317;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104100928;2014;20 - 25  MPH;Stop Sign;Cloudy
No;B: Suspected Minor Injury;104101183;2014;20 - 25  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104101189;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104102189;2014;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104102252;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104102258;2014;5 - 15 MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104102846;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104103982;2014;50 - 55  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104104025;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104104165;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104104330;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104104988;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104108198;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104108675;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104110618;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104111766;2014;30 - 35  MPH;No Control Present;Rain
No;B: Suspected Minor Injury;104112311;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104113894;2014;20 - 25  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104113944;2014;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104114888;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104115398;2014;30 - 35  MPH;Stop Sign;Cloudy
Yes;B: Suspected Minor Injury;104116399;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104116426;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104120114;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104120263;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104120992;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104121033;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104121671;2014;40 - 45  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104121986;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104122182;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104122593;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104123000;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104123316;2014;40 - 45  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104125658;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104128385;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104128507;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104128529;2014;50 - 55  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104128533;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104128537;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104129105;2014;30 - 35  MPH;Stop And Go Signal;Cloudy
Yes;B: Suspected Minor Injury;104129237;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104129428;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104130173;2014;40 - 45  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104130314;2014;30 - 35  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104130652;2014;20 - 25  MPH;Stop And Go Signal;Rain
Yes;B: Suspected Minor Injury;104130732;2014;30 - 35  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104131403;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104132034;2014;20 - 25  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104134850;2014;5 - 15 MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104136022;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104136385;2014;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;104138479;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104138563;2014;50 - 55  MPH;Double Yellow Line; No Passing Zone
Yes;B: Suspected Minor Injury;104139228;2014;40 - 45  MPH;No Control Present;Clear
No;B: Suspected Minor Injury;104139231;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104139385;2014;30 - 35  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104139590;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104139813;2014;30 - 35  MPH;Double Yellow Line; No Passing Zone
No;B: Suspected Minor Injury;104140558;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104140641;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104141045;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104142038;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104142293;2014;40 - 45  MPH;Stop Sign;Fog
Yes;B: Suspected Minor Injury;104143112;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104143312;2014;50 - 55  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104143786;2014;30 - 35  MPH;No Control Present;Cloudy
No;B: Suspected Minor Injury;104143891;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104143995;2014;20 - 25  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104144008;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104144526;2014;30 - 35  MPH;Stop Sign;Clear
No;B: Suspected Minor Injury;104144601;2014;40 - 45  MPH;Stop And Go Signal;Clear
Yes;B: Suspected Minor Injury;104144983;2014;Unknown;No Control Present;Clear
Yes;B: Suspected Minor Injury;104145531;2014;20 - 25  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104146203;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104146543;2014;40 - 45  MPH;Stop Sign;Rain
Yes;B: Suspected Minor Injury;104146732;2014;50 - 55  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104148109;2014;30 - 35  MPH;No Control Present;Clear
Yes;B: Suspected Minor Injury;104148658;2014;30 - 35  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104149003;2014;30 - 35  MPH;Stop And Go Signal;Clear
No;B: Suspected Minor Injury;104149335;2014;40 - 45  MPH;Stop Sign;Clear
Yes;B: Suspected Minor Injury;104149396;2014;40 - 45  MPH;No Control Present;Cloudy
Yes;B: Suspected Minor Injury;104149917;2014;5 - 15 MPH;No Control Present;Clear
